sample_id,roads_needing_repair,water_supply_level,sewer_system_health,emergency_response_time,pending_maintenance_tasks
772,38,76.91,74.4,22.58,17
773,36,36.14,71.74,18.01,37
774,49,62.62,81.56,7.9,61
775,40,38.39,60.32,18.31,54
776,30,45.02,98.06,19.35,36
777,32,20.03,63.37,20.15,20
778,31,44.56,91.9,15.64,68
779,9,71.76,61.63,6.57,39
780,23,46.09,67.7,21.81,52
781,42,58.03,76.35,10.51,64
782,38,84.42,93.92,9.34,10
783,42,42.91,90.7,10.83,39
784,26,59.9,61.32,18.92,27
785,9,67.79,91.54,18.69,39
786,25,43.95,96.73,5.1,32
787,11,25.27,68.71,24.42,22
788,28,84.89,77.13,18.44,36
789,14,57.8,94.28,7.49,25
790,5,56.73,76.59,24.55,32
791,36,86.62,73.99,17.78,23
792,13,46.95,80.05,8.48,28
793,39,21.74,62.91,19.21,60
794,28,78.62,84.92,14.94,47
795,12,57.8,71.52,7.46,68
796,45,88.8,62.95,12.9,64
797,10,32.91,77.05,7.43,55
798,9,41.62,79.99,23.88,48
799,14,29.33,78.95,8.66,16
800,27,61.07,74.71,9.31,30
801,43,56.23,80.54,22.66,63
802,20,73.88,84.92,9.39,42
803,39,60.99,80.31,19.92,23
804,47,22.35,85.81,14.42,68
805,43,23.69,68.56,24.27,45
806,37,32.23,94.22,24.63,17
807,28,79.26,76.42,23.06,48
808,15,55.75,71.92,12.95,35
809,47,94.26,64.74,24.5,43
810,28,62.08,79.68,13.83,16
811,46,30.49,91.31,24.21,56
812,32,66.91,64.07,22.94,70
813,42,60.3,82.21,22.71,45
814,7,94.97,80.85,10.22,70
815,35,54.52,76.36,21.69,19
816,25,40.22,70.34,22.2,17
817,39,45.62,73.02,14.21,35
818,10,81.92,68.94,7.59,15
819,33,86.13,64.19,10.85,25
820,27,28.44,90.45,6.21,55
821,33,89.45,90.27,13.36,56
822,15,59.37,68.43,11.19,12
823,12,81.26,94.2,14.89,34
824,22,85.58,76.02,22.91,59
825,35,49.76,96.77,12.31,16
826,12,88.79,67.83,13.31,10
827,41,69.61,77.18,13.54,69
828,44,84.16,68.49,20.75,18
829,30,84.73,71.8,18.0,23
830,10,61.15,73.37,24.47,51
831,7,41.08,84.81,23.44,44
832,13,31.08,90.17,10.73,23
833,9,24.19,63.95,9.48,32
834,46,83.48,81.11,9.47,38
835,40,52.43,82.71,18.91,60
836,19,48.19,95.28,23.14,36
837,20,42.7,87.62,16.89,36
838,34,46.16,86.49,6.54,67
839,24,39.85,76.2,21.65,60
840,24,93.52,98.68,8.58,48
841,45,96.04,91.95,6.32,61
842,29,59.85,72.54,7.52,46
843,32,94.87,69.96,19.71,31
844,30,87.65,70.9,6.03,32
845,31,99.06,76.08,8.23,55
846,27,49.29,82.73,6.54,56
847,29,89.42,81.08,18.38,60
848,15,48.07,98.36,16.23,47
849,13,80.76,78.0,20.02,41
850,5,65.7,75.55,13.52,65
851,6,83.53,87.42,24.05,46
852,18,82.7,73.39,10.61,65
853,6,36.14,84.13,8.55,25
854,26,76.6,63.92,18.83,28
855,29,77.3,74.74,6.05,67
856,10,95.61,84.51,7.0,13
857,9,53.56,97.54,20.76,23
858,11,99.61,87.49,23.99,16
859,47,43.18,77.54,14.77,67
860,26,43.59,93.18,23.78,18
861,45,90.37,63.21,8.85,30
862,5,58.49,75.38,22.9,29
863,47,74.33,96.75,24.49,25
864,44,56.48,67.86,11.29,27
865,39,37.2,82.76,7.48,24
866,44,66.54,60.36,14.73,34
867,45,42.87,79.08,11.94,37
868,46,60.45,67.54,8.19,21
869,43,59.79,60.26,8.35,55
870,42,30.65,80.81,8.69,61
871,45,20.43,68.09,14.48,11
872,5,34.1,64.55,22.54,63
873,34,63.65,88.82,24.79,19
874,17,47.55,70.24,21.22,37
875,7,43.71,68.19,5.93,46
876,46,57.2,97.72,8.73,54
877,20,53.28,73.5,24.69,48
878,49,26.0,97.59,5.72,17
879,20,28.69,76.57,6.01,49
880,35,30.0,83.49,18.65,27
881,7,99.04,97.21,15.72,51
882,41,68.52,68.05,14.77,34
883,8,30.88,93.72,5.92,14
884,45,97.28,88.25,7.22,66
885,42,78.49,65.13,22.93,62
886,47,91.85,74.47,11.89,43
887,29,97.15,65.37,5.26,20
888,45,24.44,65.11,18.95,56
889,16,47.74,97.51,18.44,65
890,5,74.48,60.47,22.99,44
891,10,35.43,75.06,13.49,19
892,26,63.7,66.52,17.57,68
893,38,22.69,77.11,6.94,28
894,46,33.3,64.78,20.02,50
895,30,41.81,77.18,18.58,43
896,50,40.88,75.56,21.12,20
897,31,93.77,67.19,15.96,56
898,50,40.65,96.67,9.04,36
899,22,25.42,75.85,5.44,50
900,21,70.73,71.38,24.77,24
901,24,43.68,69.3,8.87,25
902,34,86.09,95.43,17.85,56
903,42,84.34,84.22,7.22,12
904,25,77.91,68.78,13.0,58
905,11,65.05,74.45,15.83,38
906,38,37.77,98.43,5.19,42
907,8,45.73,90.53,10.54,22
908,28,92.65,93.82,14.55,34
909,33,60.66,86.95,15.45,67
910,20,26.51,86.63,21.18,64
911,6,84.06,99.69,10.32,22
912,50,99.59,87.46,10.64,52
913,19,28.57,60.73,11.18,45
914,32,38.46,78.76,24.61,56
915,23,68.74,67.19,14.08,32
916,43,74.68,73.08,6.41,66
917,20,74.57,68.46,21.28,13
918,7,58.55,89.49,11.46,60
919,18,36.48,89.66,5.14,25
920,47,52.58,77.71,19.15,63
921,7,53.85,64.41,5.15,37
922,12,36.86,93.81,24.73,40
923,17,56.12,67.65,14.37,69
924,42,31.55,88.3,13.57,59
925,24,89.11,95.23,13.95,66
926,23,61.4,69.61,7.97,32
927,35,76.64,96.27,10.64,41
928,18,38.9,78.46,22.33,21
929,18,87.92,62.15,17.24,51
930,18,49.34,70.44,15.03,49
931,38,20.64,80.12,12.16,69
932,25,86.18,97.21,12.36,61
933,44,63.39,68.55,19.7,50
934,10,57.76,82.53,12.01,51
935,50,29.18,60.11,9.93,64
936,20,77.05,74.37,16.47,50
937,19,60.81,83.45,10.21,42
938,14,33.74,97.02,24.6,69
939,37,88.39,92.27,7.72,42
940,13,40.82,62.63,7.91,35
941,49,73.24,65.15,9.79,35
942,36,44.42,77.54,14.36,36
943,29,80.66,91.25,23.03,44
944,38,33.86,88.48,5.33,48
945,47,30.56,71.87,14.32,50
946,35,96.73,84.7,8.64,59
947,23,85.93,68.58,17.54,64
948,6,57.22,97.83,15.27,61
949,18,61.46,61.21,16.84,10
950,40,70.43,66.2,23.95,47
951,48,46.16,60.94,7.12,45
952,43,99.46,69.14,13.55,13
953,48,85.39,90.07,9.21,53
954,29,26.88,64.46,18.56,26
955,44,39.1,88.6,13.21,28
956,9,99.34,82.0,16.75,60
957,13,48.76,67.93,23.13,39
958,16,94.67,82.87,19.65,58
959,43,98.14,83.72,19.17,16
960,26,88.58,94.69,14.45,11
961,5,25.56,70.68,5.86,21
962,27,42.3,80.78,10.14,57
963,47,32.04,61.94,20.52,38
964,22,51.85,96.31,10.43,26
965,18,38.68,72.68,19.38,13
966,42,84.02,71.03,17.51,44
967,38,25.25,88.35,7.98,17
968,34,44.34,94.27,8.78,35
969,32,56.27,92.76,14.36,69
970,5,63.08,61.88,21.29,33
971,42,82.55,66.83,20.83,63
972,11,25.37,78.62,11.86,64
973,33,68.23,68.86,22.61,13
974,38,85.41,92.12,11.16,47
975,35,26.56,97.15,21.79,41
976,18,41.49,74.6,12.65,23
977,49,78.29,66.67,23.24,34
978,12,75.92,70.96,6.25,53
979,19,43.01,92.49,15.33,22
980,24,49.48,64.59,14.9,53
981,7,80.32,79.66,20.58,24
982,10,52.99,65.44,17.18,11
983,43,26.6,71.12,15.1,13
984,48,20.47,88.81,23.71,37
985,49,30.1,73.63,12.39,58
986,35,38.7,63.17,6.47,60
987,43,84.47,75.62,5.74,40
988,15,94.24,71.46,23.03,45
989,6,27.01,86.63,8.92,53
990,28,96.14,75.35,10.69,10
991,20,99.08,82.1,24.93,11
992,22,59.58,94.76,7.45,25
993,39,57.18,78.36,21.77,38
994,19,75.76,64.05,13.35,63
995,47,76.38,93.05,6.37,55
996,37,80.39,61.11,11.87,14
997,19,32.66,61.97,6.92,45
998,31,91.09,96.67,9.8,70
999,39,46.29,89.91,22.51,42
1000,17,25.17,71.71,24.86,64
1001,13,88.24,95.98,13.71,31
1002,6,42.89,79.34,23.39,21
1003,11,24.74,67.2,9.7,48
1004,49,81.39,93.02,8.33,49
1005,10,47.59,64.47,7.47,18
1006,34,94.77,92.65,23.96,39
1007,10,46.04,98.73,6.7,15
1008,5,73.14,86.63,18.35,28
1009,37,79.65,69.22,17.24,19
1010,27,50.93,77.32,7.78,43
1011,21,24.37,65.23,5.02,68
1012,45,20.39,68.88,6.95,39
1013,8,21.27,73.21,22.14,18
1014,28,30.12,67.01,6.47,10
1015,9,68.06,70.31,18.37,16
1016,6,59.73,75.35,11.22,43
1017,28,65.99,78.2,23.88,15
1018,10,27.2,97.18,14.33,37
1019,9,44.33,83.35,9.17,49
1020,28,78.24,66.49,24.19,21
1021,33,73.82,88.98,18.82,67
1022,15,98.13,84.43,8.23,18
1023,31,62.6,65.63,20.1,67
1024,48,94.38,71.59,18.29,56
1025,18,84.05,98.86,11.25,48
1026,19,49.02,75.05,21.37,34
1027,16,61.81,67.32,18.03,56
1028,22,43.88,93.07,14.75,58
1029,25,41.45,63.02,20.17,44
1030,37,75.89,99.45,24.26,29
1031,22,94.55,84.22,10.61,54
1032,16,26.98,64.31,18.44,18
1033,16,82.24,74.83,21.66,17
1034,6,83.38,92.28,17.64,24
1035,44,98.23,69.52,15.32,58
1036,47,42.07,90.67,10.92,61
1037,16,34.23,80.58,11.46,54
1038,25,38.17,94.41,24.01,42
1039,25,70.28,83.79,24.62,32
1040,12,38.94,64.57,18.19,70
1041,11,96.94,60.13,17.55,64
1042,20,98.14,82.93,18.7,12
1043,32,43.75,87.87,21.52,49
1044,23,88.39,60.58,14.5,66
1045,38,29.04,83.66,9.46,57
1046,43,46.84,67.08,22.46,29
1047,15,62.57,60.84,14.36,39
1048,8,26.36,61.3,10.98,11
1049,35,26.25,97.26,14.56,59
1050,17,98.87,79.23,23.59,23
1051,7,71.6,96.09,11.2,27
1052,40,27.58,63.02,18.25,70
1053,44,32.61,77.54,15.01,46
1054,26,94.41,85.35,23.98,46
1055,33,25.95,91.33,14.58,42
1056,16,90.82,97.0,20.62,37
1057,25,99.94,84.67,14.97,54
1058,24,82.95,67.94,5.78,51
1059,47,63.99,72.33,19.01,42
1060,34,80.29,63.67,22.64,34
1061,41,24.31,81.63,10.94,41
1062,8,57.32,94.38,8.99,54
1063,16,42.37,95.75,24.98,63
1064,13,64.7,82.79,15.48,58
1065,30,42.98,68.75,22.59,62
1066,25,78.52,81.26,23.77,61
1067,6,53.29,67.31,8.83,39
1068,15,66.91,77.51,17.37,25
1069,25,31.96,71.64,5.29,21
1070,25,69.85,83.33,21.67,54
1071,39,56.06,76.72,20.4,10
1072,6,48.56,65.34,8.97,25
1073,8,65.89,80.76,5.86,65
1074,12,56.34,70.87,13.22,55
1075,41,52.07,65.55,9.73,44
1076,44,91.34,98.89,16.69,35
1077,33,42.93,77.74,8.13,54
1078,11,42.29,70.24,8.88,37
1079,14,91.08,73.66,24.69,12
1080,13,71.94,92.03,24.33,37
1081,11,43.01,78.23,15.34,57
1082,12,64.22,84.55,20.4,35
1083,20,55.66,81.14,8.1,54
1084,9,24.18,60.95,16.7,41
1085,43,20.41,72.74,19.68,35
1086,22,31.46,71.57,23.12,69
1087,42,32.17,84.81,23.71,69
1088,10,93.4,64.34,15.15,17
1089,30,59.9,96.35,17.08,69
1090,34,64.63,97.6,12.16,56
1091,19,86.49,68.26,9.12,67
1092,43,78.87,93.99,24.6,30
1093,10,29.63,94.2,11.43,66
1094,14,63.33,95.78,8.89,51
1095,12,67.07,87.94,16.28,65
1096,45,79.79,75.09,18.97,46
1097,50,61.31,86.01,17.76,33
1098,48,82.6,99.73,18.58,52
1099,8,52.91,62.76,7.22,16
1100,8,70.81,89.08,17.15,50
1101,16,69.38,89.59,22.46,50
1102,34,91.99,99.6,14.53,25
1103,29,21.54,62.48,22.63,33
1104,34,83.33,67.27,18.9,69
1105,25,25.87,65.63,13.86,11
1106,48,67.9,67.95,7.11,38
1107,36,31.97,94.03,19.87,30
1108,8,76.47,86.5,8.47,46
1109,18,35.09,89.05,17.42,44
1110,21,91.32,68.89,7.62,59
1111,9,60.64,77.9,18.17,22
1112,8,87.61,88.34,16.83,17
1113,6,66.92,81.06,20.38,37
1114,5,20.56,74.89,11.84,10
1115,21,42.94,77.43,10.77,21
1116,38,34.23,91.29,17.61,58
1117,12,77.98,90.7,21.45,52
1118,47,39.99,70.62,21.43,66
1119,34,95.91,79.35,24.56,69
1120,39,21.42,96.84,19.21,65
1121,9,54.2,99.43,21.76,39
1122,38,29.97,73.8,17.53,53
1123,5,36.47,95.7,10.25,39
1124,36,98.29,67.23,11.74,30
1125,14,31.81,73.19,23.68,25
1126,13,67.82,93.76,10.47,53
1127,26,86.42,79.85,22.16,47
1128,18,44.28,90.25,10.19,41
1129,6,92.74,89.13,17.96,14
1130,33,69.32,62.28,21.43,34
1131,25,41.87,72.73,13.76,33
1132,17,82.27,72.37,24.34,69
1133,19,81.12,71.88,15.04,12
1134,28,98.99,83.59,6.43,35
1135,17,61.33,78.27,22.89,60
1136,47,82.16,84.6,9.82,44
1137,32,36.57,91.9,5.71,64
1138,41,96.52,99.94,14.13,49
1139,10,31.95,84.99,15.28,59
1140,47,54.75,97.72,22.57,21
1141,14,41.91,85.24,19.07,68
1142,9,49.23,77.64,10.49,31
1143,18,87.87,72.15,8.37,68
1144,6,55.63,99.25,14.09,50
1145,13,93.3,70.79,19.8,66
1146,16,21.17,92.38,5.8,50
1147,37,95.22,95.13,5.62,59
1148,31,40.0,97.98,22.42,15
1149,48,58.22,86.0,17.37,66
1150,8,47.03,98.6,20.69,24
1151,29,85.42,89.74,22.37,56
1152,5,95.93,61.19,15.45,51
1153,46,23.99,98.14,24.45,60
1154,35,56.65,86.1,15.73,18
1155,15,93.84,87.69,13.12,37
1156,28,38.48,73.4,12.51,48
1157,42,41.6,90.75,5.96,26
1158,29,98.5,73.9,14.33,70
1159,40,34.9,79.75,5.92,34
1160,22,60.91,96.54,18.01,17
1161,14,79.75,81.88,5.84,58
1162,5,31.66,86.0,19.85,21
1163,47,44.47,90.45,8.58,47
1164,22,93.35,61.87,22.51,48
1165,23,35.21,70.98,14.08,22
1166,22,98.37,90.3,13.46,28
1167,17,96.19,94.39,14.75,25
1168,23,40.14,78.93,15.15,40
1169,48,21.41,67.45,9.62,52
1170,26,71.83,94.64,5.53,13
1171,10,99.43,76.5,21.03,45
1172,21,56.78,86.14,17.77,45
1173,41,54.16,87.4,20.96,52
1174,19,51.09,68.1,21.5,18
1175,12,85.21,77.25,18.21,66
1176,44,36.49,73.62,6.03,68
1177,24,50.01,94.67,13.64,53
1178,22,21.6,92.92,5.36,21
1179,18,95.96,72.34,16.29,13
1180,46,41.1,60.7,24.49,51
1181,45,38.3,78.93,14.1,47
1182,33,75.77,72.67,8.71,35
1183,6,85.1,87.89,14.25,16
1184,7,77.55,98.47,23.01,19
1185,26,95.95,85.82,12.09,58
1186,33,63.4,79.16,17.45,67
1187,45,76.37,76.21,5.03,16
1188,7,91.3,75.85,17.02,51
1189,8,94.95,96.87,24.44,65
1190,32,35.06,85.37,8.83,17
1191,29,99.02,68.91,11.48,56
1192,10,62.3,92.25,23.88,36
1193,45,37.71,86.84,6.42,23
1194,43,76.71,88.1,7.31,10
1195,33,86.63,69.89,6.73,47
1196,39,50.74,70.95,23.81,27
1197,26,37.74,76.19,11.14,17
1198,27,34.06,95.57,22.58,22
1199,40,45.58,70.93,7.92,21
1200,38,86.56,88.32,19.51,34
1201,32,76.78,71.25,20.96,37
1202,46,98.77,92.36,13.24,25
1203,40,56.29,85.94,10.98,40
1204,46,90.89,70.3,16.78,62
1205,30,29.8,84.15,17.37,22
1206,8,69.51,85.54,9.81,36
1207,37,28.69,84.3,21.3,55
1208,47,28.12,70.24,21.33,24
1209,39,20.35,92.84,23.84,56
1210,14,39.8,66.64,19.62,56
1211,28,81.15,79.15,19.93,60
1212,13,36.76,71.7,20.15,29
1213,12,49.2,75.01,15.71,70
1214,30,95.75,60.22,11.87,59
1215,42,49.61,64.46,24.86,36
1216,9,95.58,68.51,24.36,65
1217,10,38.81,98.18,9.58,15
1218,11,35.2,61.55,12.93,11
1219,19,72.65,88.4,5.38,21
1220,31,93.13,91.73,13.4,53
1221,12,82.2,79.52,5.44,17
1222,12,36.43,68.37,22.78,56
1223,47,87.48,68.4,13.25,13
1224,19,70.87,66.36,13.37,42
1225,11,79.04,68.8,9.16,50
1226,42,70.15,98.98,13.06,64
1227,32,25.37,70.3,7.52,61
1228,47,35.73,60.03,8.21,62
1229,23,27.78,95.45,7.29,18
1230,13,31.8,69.06,21.45,29
1231,49,26.84,78.02,21.16,61
1232,39,27.6,94.75,20.16,34
1233,49,55.61,79.21,21.29,51
1234,29,62.5,68.24,21.4,46
1235,43,68.47,91.05,10.66,54
1236,16,85.15,71.81,21.33,12
1237,47,81.02,93.86,21.34,37
1238,36,67.34,69.85,24.77,37
1239,38,68.38,77.99,7.18,65
1240,13,36.08,69.51,11.06,52
1241,30,60.87,72.85,14.78,11
1242,49,48.41,88.53,10.0,56
1243,27,21.6,60.71,10.34,42
1244,8,64.95,80.17,17.86,52
1245,29,21.31,82.52,12.98,24
1246,16,85.94,92.1,21.8,67
1247,5,76.21,83.35,15.58,49
1248,44,83.87,68.11,5.71,54
1249,50,20.88,72.91,5.7,18
1250,50,75.27,96.53,22.22,58
1251,49,71.2,93.44,10.96,66
1252,38,88.31,82.14,14.65,13
1253,35,90.48,93.33,15.5,41
1254,18,24.46,78.88,8.89,40
1255,9,96.76,87.18,24.44,31
1256,45,50.35,80.05,22.02,17
1257,28,43.88,72.01,10.37,30
1258,6,80.09,98.97,19.97,15
1259,30,41.9,77.09,13.68,55
1260,16,30.62,83.96,7.69,13
1261,21,63.81,88.84,22.3,43
1262,24,44.73,88.01,11.77,26
1263,13,58.39,63.3,17.49,43
1264,5,29.32,66.88,5.66,56
1265,30,64.78,60.73,5.51,59
1266,12,63.73,94.01,21.66,69
1267,30,45.64,77.21,6.16,46
1268,19,38.74,81.96,19.78,20
1269,42,53.96,66.84,20.71,17
1270,49,21.44,61.19,18.34,70
1271,34,57.54,68.16,14.2,32
1272,8,92.01,83.25,23.72,53
1273,31,77.79,99.6,15.02,63
1274,40,33.6,84.0,6.51,69
1275,32,91.78,66.9,10.99,49
1276,14,91.03,77.17,21.2,56
1277,6,92.96,90.38,12.97,38
1278,41,94.37,93.93,21.77,67
1279,31,81.65,89.66,16.02,57
1280,19,86.0,76.12,13.39,67
1281,8,52.8,99.46,20.4,36
1282,43,91.0,95.83,8.61,70
1283,13,42.93,73.95,6.19,68
1284,15,23.08,65.07,18.45,47
1285,13,50.39,83.66,13.11,66
1286,49,27.29,78.38,12.59,70
1287,49,92.82,99.51,22.11,63
1288,35,38.97,76.34,5.2,43
1289,5,59.6,78.74,19.56,63
1290,42,63.62,81.63,24.28,10
1291,35,55.11,71.39,11.06,37
1292,31,28.03,70.23,5.97,21
1293,40,74.58,70.02,20.34,54
1294,47,24.08,89.77,13.4,53
1295,11,56.62,83.75,22.66,49
1296,18,57.82,90.02,10.48,42
1297,36,64.5,77.45,7.68,52
1298,47,70.57,70.48,6.44,67
1299,9,30.85,63.86,13.92,52
1300,42,26.46,65.45,18.65,40
1301,7,98.13,84.7,24.03,26
1302,11,69.55,65.31,6.87,48
1303,10,93.5,91.7,14.29,34
1304,23,75.24,70.28,10.72,44
1305,12,51.89,80.82,8.14,34
1306,25,23.01,66.68,17.78,43
1307,22,52.97,68.58,16.13,36
1308,21,45.96,94.13,16.41,26
1309,47,52.84,64.09,16.53,41
1310,26,39.93,83.04,17.41,32
1311,32,41.01,75.69,11.44,63
1312,37,22.36,72.7,6.46,35
1313,41,47.39,99.54,23.36,48
1314,22,32.54,72.67,12.15,34
1315,36,32.6,72.88,16.51,19
1316,16,73.0,66.81,21.66,10
1317,34,69.8,94.35,18.89,50
1318,28,74.36,63.26,24.52,21
1319,33,79.22,98.18,5.77,16
1320,37,42.52,96.59,18.54,65
1321,39,87.72,91.84,14.18,13
1322,30,35.49,60.89,8.11,59
1323,14,24.26,87.81,10.86,68
1324,39,51.24,77.2,19.23,42
1325,14,92.39,77.16,5.1,43
1326,24,36.95,94.26,8.48,23
1327,7,46.45,84.17,11.31,10
1328,31,42.55,69.14,21.92,22
1329,48,91.86,97.7,7.91,33
1330,30,46.49,75.31,22.87,40
1331,31,58.92,60.22,5.08,27
1332,25,49.77,95.87,20.25,59
1333,35,25.48,86.43,16.67,35
1334,8,53.1,92.96,16.82,30
1335,17,97.51,73.63,10.65,42
1336,5,24.62,74.25,20.29,28
1337,25,84.37,79.38,17.29,32
1338,25,55.55,82.08,19.77,65
1339,50,81.63,80.97,10.26,15
1340,30,96.31,79.1,10.02,53
1341,20,26.16,93.74,11.74,23
1342,27,63.77,71.21,17.02,45
1343,25,86.05,88.18,24.75,27
1344,10,35.1,70.91,22.66,33
1345,46,89.81,65.07,11.0,49
1346,21,70.94,78.72,8.95,59
1347,11,60.66,77.92,17.49,57
1348,50,43.99,63.1,20.15,57
1349,23,67.53,88.78,10.2,28
1350,26,21.89,88.66,15.71,46
1351,46,31.84,60.87,9.27,18
1352,28,46.74,68.59,13.12,35
1353,11,46.26,61.33,16.22,62
1354,39,59.02,92.54,6.65,35
1355,7,22.33,68.57,7.15,55
1356,21,64.24,70.5,20.11,39
1357,27,99.17,81.39,23.46,66
1358,29,53.13,69.18,12.77,20
1359,46,66.57,80.33,18.06,32
1360,18,45.34,60.63,8.52,67
1361,48,77.49,66.9,21.44,61
1362,28,74.88,75.51,9.52,44
1363,6,74.68,82.26,8.21,22
1364,15,76.39,88.22,14.81,16
1365,40,46.99,77.25,16.79,59
1366,11,50.11,82.35,10.07,19
1367,15,60.43,63.23,17.3,13
1368,32,66.16,65.89,14.94,40
1369,25,35.62,80.97,14.64,27
1370,12,44.94,63.67,6.98,41
1371,9,59.49,96.96,15.21,62
1372,24,57.99,72.07,19.16,38
1373,47,60.87,78.22,14.68,66
1374,9,44.26,87.44,24.58,27
1375,19,79.75,84.48,18.86,40
1376,27,73.71,76.05,9.65,70
1377,50,94.96,74.25,24.95,61
1378,12,26.6,87.07,15.85,11
1379,13,91.91,97.77,21.96,62
1380,48,96.13,60.14,5.7,45
1381,24,94.49,86.14,9.96,66
1382,26,73.5,60.87,11.91,18
1383,15,70.61,99.68,15.97,19
1384,37,57.03,99.18,18.93,38
1385,21,66.41,65.64,8.25,23
1386,11,53.62,99.03,13.6,44
1387,6,38.48,97.93,22.11,22
1388,36,82.99,64.44,8.75,51
1389,49,41.67,89.05,6.06,50
1390,20,60.95,92.06,21.44,60
1391,24,22.73,77.63,7.84,36
1392,45,38.74,61.92,24.98,18
1393,7,81.03,68.95,15.73,45
1394,14,58.45,73.58,13.29,15
1395,10,37.55,99.99,9.39,61
1396,44,53.67,78.43,6.86,25
1397,33,95.35,68.58,19.17,19
1398,50,62.93,74.98,24.54,49
1399,32,68.88,79.84,24.19,55
1400,15,20.39,65.41,13.92,38
1401,44,42.83,79.93,18.94,63
1402,42,32.2,66.17,23.08,30
1403,40,47.08,87.8,12.15,13
1404,27,58.09,81.21,24.13,67
1405,31,79.05,62.6,19.8,14
1406,14,70.33,74.07,11.71,50
1407,22,30.09,67.38,11.51,10
1408,49,62.36,73.86,6.97,50
1409,41,70.05,87.32,23.79,18
1410,41,58.91,84.68,24.66,19
1411,16,57.33,86.71,13.84,68
1412,6,25.7,76.37,23.47,48
1413,44,20.11,78.02,14.77,61
1414,14,71.99,83.64,16.0,42
1415,21,55.1,71.75,23.93,47
1416,24,88.19,70.14,6.59,37
1417,48,70.1,70.91,21.96,69
1418,5,59.5,93.37,5.75,49
1419,26,29.73,75.81,18.04,50
1420,39,56.05,68.75,16.42,50
1421,12,24.47,95.31,9.45,67
1422,19,61.54,87.37,14.35,38
1423,29,71.99,66.51,5.19,15
1424,8,24.64,91.26,6.53,36
1425,14,58.11,88.51,8.56,68
1426,13,96.72,81.31,8.07,52
1427,32,60.29,91.95,11.34,62
1428,45,60.26,61.58,7.67,40
1429,30,87.52,77.01,16.96,56
1430,8,87.35,77.35,15.24,46
1431,8,50.48,70.04,18.59,16
1432,45,61.92,90.71,19.92,32
1433,22,37.9,60.83,19.31,18
1434,6,67.91,80.15,6.37,19
1435,44,37.21,74.52,8.95,56
1436,12,93.64,91.16,14.4,31
1437,46,58.99,64.22,7.55,16
1438,37,28.5,64.54,7.8,50
1439,29,99.3,79.28,24.29,18
1440,26,92.65,76.66,12.13,30
1441,29,59.84,64.25,16.95,19
1442,7,69.09,65.38,16.22,41
1443,26,48.48,94.01,22.39,44
1444,21,46.96,76.08,6.38,24
1445,50,60.11,91.19,17.0,68
1446,28,94.58,61.97,10.49,29
1447,38,97.03,90.4,23.95,13
1448,18,67.35,70.91,7.09,60
1449,16,39.08,64.58,19.18,24
1450,17,43.02,90.71,24.74,11
1451,14,80.08,73.31,18.12,16
1452,19,70.76,90.71,18.72,11
1453,17,44.19,91.24,10.73,62
1454,20,94.75,67.92,19.88,57
1455,18,82.84,92.81,19.51,68
1456,17,22.67,86.71,7.26,18
1457,28,24.96,82.89,12.22,16
1458,21,93.58,89.64,14.66,28
1459,47,70.95,88.97,24.1,19
1460,50,30.74,85.67,22.14,10
1461,15,71.25,91.74,8.28,46
1462,32,79.86,91.42,21.44,10
1463,26,55.13,84.14,12.6,64
1464,24,44.22,87.28,21.55,63
1465,23,93.43,85.88,12.9,15
1466,29,99.77,91.11,17.91,44
1467,47,59.02,62.96,8.21,28
1468,26,68.5,89.19,17.42,32
1469,26,74.56,89.38,5.55,55
1470,9,91.65,64.72,13.02,41
1471,42,84.44,66.99,6.14,25
1472,8,98.25,75.43,7.6,61
1473,5,26.48,78.74,17.0,37
1474,25,73.11,98.82,18.81,26
1475,31,36.79,67.79,6.63,54
1476,31,28.56,93.96,16.36,63
1477,25,52.55,65.21,6.05,67
1478,31,27.04,83.98,18.64,46
1479,41,23.01,80.78,6.8,36
1480,26,56.97,79.98,19.51,36
1481,9,48.7,60.31,16.59,15
1482,36,89.16,72.25,5.4,54
1483,45,85.22,83.88,18.92,39
1484,24,65.35,73.79,17.19,69
1485,35,72.52,71.86,23.52,38
1486,29,77.06,80.64,19.15,21
1487,8,44.17,67.46,9.84,54
1488,50,56.36,82.75,11.54,19
1489,12,66.09,87.41,16.76,39
1490,18,79.57,78.01,6.89,44
1491,41,32.24,99.93,12.3,64
1492,5,79.36,81.75,10.23,36
1493,32,24.85,61.88,24.52,26
1494,35,40.48,78.54,17.56,47
1495,47,86.96,85.21,7.93,22
1496,43,99.46,75.29,9.88,58
1497,46,95.52,93.35,11.01,20
1498,46,53.93,90.57,13.06,52
1499,36,96.59,89.46,12.94,37
1500,11,70.28,62.45,20.81,49
1501,10,83.37,83.54,8.09,59
1502,17,93.52,73.17,17.36,67
1503,10,62.73,94.91,19.59,62
1504,15,50.34,84.26,13.39,52
1505,47,50.0,75.81,6.29,15
1506,6,82.53,93.21,12.32,31
1507,5,95.84,78.85,10.31,11
1508,25,35.4,82.1,17.42,67
1509,32,33.61,60.39,18.93,52
1510,31,83.2,98.48,9.57,55
1511,35,49.24,72.94,9.76,26
1512,46,45.16,84.44,10.92,21
1513,23,54.67,78.25,10.94,44
1514,13,71.06,64.75,20.39,51
1515,50,98.52,98.91,13.03,65
1516,28,73.11,82.1,11.54,50
1517,39,65.88,65.28,5.25,42
